gameid,league,split,game,patch,PlayerID,side,position,player,TeamID,ChampionID,Kills,Deaths,Assists,DoubleKills,TripleKills,QuadraKills,PentaKills,firstblood,FirstBloodKill,FirstBloodAssist,FirstBloodVictim,DamageToChampions,WardsPlaced,WardsKilled,ControlWardsBought,VisionScore,TotalGold,EarnedGold,GoldSpent,total cs,MinionKills,monsterkills,FriendlyMonstersKilled,EnemyMonstersKilled,GoldAtTen,XpAtTen,CsAtTen,GoldAtFifteen,XpAtFifteen,CsAtFifteen
ESPORTSTMNT01/1303876,LCS.A,2020-1,1,10.02,91.0,Blue,2.0,Gate,19,64.0,0,1,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1975.0,40.0,12.0,12.0,81.0,7870,3814,6900.0,35.0,35.0,0.0,0.0,0.0,2631.0,2960.0,15.0,4144.0,4347.0,24.0
ESPORTSTMNT01/1303876,LCS.A,2020-1,1,10.02,16.0,Red,4.0,FakeGod,13,33.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16764.0,15.0,6.0,7.0,34.0,13359,9303,12258.0,311.0,304.0,7.0,1.0,0.0,3271.0,4641.0,81.0,5354.0,7626.0,134.0
ESPORTSTMNT01/1303876,LCS.A,2020-1,1,10.02,17.0,Red,5.0,Contractz,13,63.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2880.0,17.0,4.0,10.0,25.0,8739,4683,8525.0,139.0,17.0,122.0,99.0,0.0,2731.0,2391.0,47.0,4101.0,4093.0,77.0
ESPORTSTMNT01/1303876,LCS.A,2020-1,1,10.02,18.0,Red,3.0,Soligo,13,113.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8895.0,20.0,3.0,11.0,30.0,10475,6419,10125.0,266.0,250.0,16.0,12.0,0.0,3293.0,4885.0,89.0,5411.0,8065.0,150.0
ESPORTSTMNT01/1303876,LCS.A,2020-1,1,10.02,19.0,Red,1.0,Prismal,13,137.0,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8235.0,16.0,10.0,8.0,31.0,10537,6481,9300.0,259.0,251.0,8.0,8.0,0.0,3299.0,3092.0,75.0,4796.0,4699.0,117.0
ESPORTSTMNT01/1303876,LCS.A,2020-1,1,10.02,20.0,Red,2.0,Breezyyy,13,91.0,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2396.0,35.0,16.0,14.0,75.0,6425,2369,6100.0,42.0,42.0,0.0,0.0,0.0,2068.0,2424.0,14.0,3407.0,3860.0,22.0
ESPORTSTMNT01/1303904,LCS.A,2020-1,1,10.02,68.0,Blue,4.0,Lourlo,14,1.0,2,0,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13892.0,17.0,7.0,5.0,54.0,15126,9883,14675.0,344.0,299.0,45.0,22.0,8.0,3310.0,4481.0,76.0,5174.0,7064.0,130.0
ESPORTSTMNT01/1303904,LCS.A,2020-1,1,10.02,63.0,Blue,5.0,Akaadian,14,44.0,3,2,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5472.0,14.0,12.0,14.0,59.0,13646,8403,11250.0,196.0,24.0,172.0,107.0,4.0,3204.0,2979.0,52.0,5076.0,4753.0,82.0
ESPORTSTMNT01/1303904,LCS.A,2020-1,1,10.02,69.0,Blue,3.0,Damonte,14,97.0,2,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26314.0,22.0,9.0,12.0,58.0,13416,8173,12650.0,284.0,251.0,33.0,20.0,6.0,3050.0,4466.0,77.0,5332.0,7676.0,138.0
ESPORTSTMNT01/1303904,LCS.A,2020-1,1,10.02,70.0,Blue,1.0,Fenix,14,73.0,4,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18695.0,10.0,5.0,4.0,28.0,17522,12279,16350.0,421.0,364.0,57.0,47.0,0.0,3326.0,3144.0,77.0,5568.0,5450.0,133.0
ESPORTSTMNT01/1303904,LCS.A,2020-1,1,10.02,71.0,Blue,2.0,Olleh,14,119.0,0,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4104.0,62.0,11.0,18.0,106.0,8315,3072,7450.0,35.0,31.0,4.0,0.0,0.0,2119.0,2378.0,16.0,3682.0,3557.0,24.0
ESPORTSTMNT01/1303904,LCS.A,2020-1,1,10.02,6.0,Red,4.0,Fudge,12,33.0,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17848.0,19.0,7.0,6.0,52.0,15026,9783,14133.0,312.0,293.0,19.0,12.0,1.0,3060.0,4222.0,68.0,4708.0,6170.0,105.0
ESPORTSTMNT01/1303904,LCS.A,2020-1,1,10.02,7.0,Red,5.0,Inori,12,36.0,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16751.0,32.0,7.0,13.0,58.0,10989,5746,9825.0,185.0,39.0,146.0,107.0,4.0,3078.0,3351.0,59.0,4189.0,4361.0,82.0
ESPORTSTMNT01/1303904,LCS.A,2020-1,1,10.02,8.0,Red,3.0,Palafox,12,89.0,7,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22061.0,21.0,6.0,11.0,44.0,15840,10597,14725.0,286.0,278.0,8.0,7.0,0.0,3389.0,4651.0,79.0,5179.0,7392.0,133.0
ESPORTSTMNT01/1303904,LCS.A,2020-1,1,10.02,9.0,Red,1.0,K1ng,12,100.0,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26157.0,11.0,20.0,3.0,73.0,15096,9853,13825.0,330.0,299.0,31.0,31.0,0.0,3133.0,2742.0,81.0,4908.0,4611.0,133.0
ESPORTSTMNT01/1303904,LCS.A,2020-1,1,10.02,10.0,Red,2.0,Diamond,12,114.0,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4680.0,54.0,13.0,16.0,111.0,8304,3061,7400.0,40.0,40.0,0.0,0.0,0.0,1997.0,2494.0,11.0,3039.0,4029.0,19.0
ESPORTSTMNT01/1304356,LCS,2020-1,1,10.02,21.0,Blue,4.0,Kumo,7,101.0,4,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23146.0,17.0,5.0,6.0,41.0,11976,7251,10800.0,231.0,211.0,20.0,7.0,8.0,3213.0,4960.0,88.0,4973.0,7054.0,123.0
ESPORTSTMNT01/1304356,LCS,2020-1,1,10.02,22.0,Blue,5.0,Svenskeren,7,26.0,1,5,7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9958.0,36.0,17.0,12.0,86.0,9241,4516,9150.0,143.0,21.0,122.0,76.0,17.0,3146.0,2880.0,59.0,4543.0,4442.0,88.0
ESPORTSTMNT01/1304356,LCS,2020-1,1,10.02,23.0,Blue,3.0,Jiizuke,7,84.0,2,5,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15150.0,16.0,6.0,7.0,30.0,12941,8216,13060.0,301.0,249.0,52.0,33.0,8.0,3455.0,5076.0,89.0,5886.0,8483.0,150.0
ESPORTSTMNT01/1304356,LCS,2020-1,1,10.02,24.0,Blue,1.0,Bang,7,137.0,4,2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30515.0,22.0,9.0,10.0,57.0,14497,9772,14350.0,342.0,310.0,32.0,28.0,0.0,3245.0,3538.0,88.0,4985.0,5005.0,123.0
ESPORTSTMNT01/1304356,LCS,2020-1,1,10.02,25.0,Blue,2.0,Zeyzal,7,91.0,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4050.0,49.0,16.0,16.0,89.0,7519,2794,7300.0,39.0,39.0,0.0,0.0,0.0,2048.0,2495.0,13.0,3194.0,3508.0,20.0
ESPORTSTMNT01/1304356,LCS,2020-1,1,10.02,52.0,Red,4.0,Ruin,6,110.0,2,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9866.0,19.0,7.0,7.0,36.0,11487,6762,11025.0,168.0,168.0,0.0,0.0,0.0,3001.0,4880.0,78.0,3992.0,6446.0,95.0
ESPORTSTMNT01/1304356,LCS,2020-1,1,10.02,53.0,Red,5.0,Wiggily,6,44.0,1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5994.0,14.0,22.0,14.0,60.0,11929,7204,10600.0,187.0,50.0,137.0,80.0,6.0,3038.0,3056.0,60.0,4660.0,4976.0,95.0
ESPORTSTMNT01/1304356,LCS,2020-1,1,10.02,107.0,Red,3.0,Crown,6,113.0,10,4,9,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,24125.0,20.0,6.0,9.0,32.0,15970,11245,13625.0,274.0,261.0,13.0,12.0,1.0,3325.0,4840.0,93.0,5231.0,7394.0,147.0
ESPORTSTMNT01/1304356,LCS,2020-1,1,10.02,55.0,Red,1.0,Stixxay,6,8.0,9,0,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38969.0,11.0,19.0,5.0,39.0,18075,13350,15475.0,353.0,330.0,23.0,18.0,1.0,3337.0,3165.0,95.0,5875.0,5054.0,133.0
ESPORTSTMNT01/1304356,LCS,2020-1,1,10.02,57.0,Red,2.0,Smoothie,6,78.0,1,3,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6778.0,52.0,10.0,18.0,89.0,8948,4223,7800.0,37.0,37.0,0.0,0.0,0.0,2069.0,2564.0,14.0,3743.0,3813.0,22.0
ESPORTSTMNT01/1304374,LCS,2020-1,1,10.02,11.0,Blue,4.0,Ssumday,3,1.0,7,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24224.0,21.0,6.0,7.0,58.0,18945,13553,15475.0,349.0,297.0,52.0,13.0,20.0,2857.0,4825.0,64.0,5097.0,7800.0,113.0
ESPORTSTMNT01/1304374,LCS,2020-1,1,10.02,12.0,Blue,5.0,Meteos,3,36.0,3,1,6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11502.0,41.0,22.0,13.0,119.0,12485,7093,11825.0,175.0,40.0,135.0,64.0,20.0,3318.0,2498.0,47.0,4802.0,4597.0,77.0
ESPORTSTMNT01/1304374,LCS,2020-1,1,10.02,13.0,Blue,3.0,Ryoma,3,84.0,1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11965.0,13.0,11.0,10.0,49.0,15301,9909,14475.0,325.0,293.0,32.0,12.0,16.0,3163.0,4955.0,88.0,5972.0,8222.0,150.0
ESPORTSTMNT01/1304374,LCS,2020-1,1,10.02,14.0,Blue,1.0,Cody Sun,3,8.0,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21546.0,15.0,9.0,2.0,36.0,17682,12290,16500.0,383.0,331.0,52.0,37.0,8.0,3598.0,3075.0,84.0,5603.0,5368.0,146.0
ESPORTSTMNT01/1304374,LCS,2020-1,1,10.02,15.0,Blue,2.0,Stunt,3,119.0,0,1,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3502.0,58.0,17.0,15.0,117.0,9509,4117,9525.0,44.0,44.0,0.0,0.0,0.0,2310.0,2067.0,15.0,3477.0,3812.0,24.0
ESPORTSTMNT01/1304374,LCS,2020-1,1,10.02,41.0,Red,4.0,Impact,1,33.0,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26377.0,16.0,2.0,2.0,20.0,17838,12446,16783.0,392.0,388.0,4.0,4.0,0.0,3164.0,4944.0,76.0,4975.0,7744.0,126.0
ESPORTSTMNT01/1304374,LCS,2020-1,1,10.02,48.0,Red,5.0,Shernfire,1,63.0,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6293.0,30.0,12.0,15.0,50.0,10325,4933,9600.0,158.0,41.0,117.0,89.0,0.0,2541.0,2154.0,42.0,3823.0,3520.0,66.0
ESPORTSTMNT01/1304374,LCS,2020-1,1,10.02,43.0,Red,3.0,Jensen,1,113.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19891.0,15.0,6.0,10.0,31.0,14576,9184,14250.0,360.0,331.0,29.0,14.0,8.0,3273.0,5012.0,90.0,5114.0,7773.0,146.0
ESPORTSTMNT01/1304374,LCS,2020-1,1,10.02,44.0,Red,1.0,Doublelift,1,100.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17094.0,14.0,13.0,4.0,35.0,15101,9709,14000.0,353.0,342.0,11.0,10.0,0.0,3314.0,3674.0,88.0,5327.0,5946.0,146.0
ESPORTSTMNT01/1304374,LCS,2020-1,1,10.02,46.0,Red,2.0,CoreJJ,1,114.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2329.0,52.0,14.0,18.0,86.0,8761,3369,7100.0,42.0,42.0,0.0,0.0,0.0,1953.0,1859.0,11.0,2984.0,3352.0,18.0
ESPORTSTMNT01/1304391,LCS,2020-1,1,10.02,92.0,Blue,4.0,Broken Blade,10,41.0,3,2,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13034.0,21.0,2.0,10.0,32.0,13335,8951,12183.0,270.0,269.0,1.0,1.0,0.0,2862.0,4068.0,70.0,4539.0,6726.0,122.0
ESPORTSTMNT01/1304391,LCS,2020-1,1,10.02,93.0,Blue,5.0,Dardoch,10,101.0,3,1,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6148.0,13.0,16.0,14.0,53.0,10710,6326,9300.0,175.0,17.0,158.0,89.0,15.0,2880.0,3249.0,62.0,4182.0,4574.0,88.0
ESPORTSTMNT01/1304391,LCS,2020-1,1,10.02,94.0,Blue,3.0,Bjergsen,10,113.0,6,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10858.0,15.0,6.0,5.0,35.0,15603,11219,13675.0,351.0,317.0,34.0,24.0,9.0,3562.0,4718.0,99.0,5710.0,7653.0,157.0
ESPORTSTMNT01/1304391,LCS,2020-1,1,10.02,95.0,Blue,1.0,Kobbe,10,73.0,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11654.0,13.0,10.0,6.0,40.0,14008,9624,12700.0,347.0,310.0,37.0,21.0,6.0,3462.0,3228.0,99.0,5323.0,6055.0,155.0
ESPORTSTMNT01/1304391,LCS,2020-1,1,10.02,96.0,Blue,2.0,Biofrost,10,64.0,0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346.0,58.0,20.0,16.0,110.0,7527,3143,6850.0,43.0,43.0,0.0,0.0,0.0,2015.0,2793.0,11.0,3073.0,3560.0,19.0
ESPORTSTMNT01/1304391,LCS,2020-1,1,10.02,62.0,Red,4.0,Huni,4,57.0,1,2,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11793.0,11.0,13.0,5.0,43.0,13049,8665,12475.0,332.0,324.0,8.0,8.0,0.0,3184.0,4817.0,74.0,5130.0,8008.0,135.0
ESPORTSTMNT01/1304391,LCS,2020-1,1,10.02,64.0,Red,5.0,Grig,4,26.0,2,4,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4458.0,7.0,7.0,5.0,25.0,9213,4829,8275.0,154.0,15.0,139.0,105.0,0.0,3397.0,3103.0,59.0,4750.0,4802.0,90.0
ESPORTSTMNT01/1304391,LCS,2020-1,1,10.02,65.0,Red,3.0,Froggen,4,130.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11192.0,22.0,5.0,12.0,36.0,10901,6517,10685.0,271.0,258.0,13.0,13.0,0.0,3406.0,4928.0,96.0,5296.0,8172.0,154.0
ESPORTSTMNT01/1304391,LCS,2020-1,1,10.02,66.0,Red,1.0,Johnsun,4,8.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14195.0,13.0,7.0,4.0,39.0,12465,8081,11325.0,315.0,283.0,32.0,32.0,0.0,3182.0,2950.0,82.0,4938.0,5357.0,136.0
ESPORTSTMNT01/1304391,LCS,2020-1,1,10.02,67.0,Red,2.0,Aphromoo,4,15.0,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2417.0,50.0,23.0,18.0,108.0,7068,2684,6950.0,42.0,42.0,0.0,0.0,0.0,2070.0,2709.0,12.0,3257.0,4008.0,24.0
ESPORTSTMNT01/1304399,LCS,2020-1,1,10.02,1.0,Blue,4.0,Licorice,2,97.0,3,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17759.0,16.0,3.0,8.0,35.0,12006,8018,11125.0,265.0,224.0,41.0,15.0,0.0,3032.0,4483.0,77.0,5536.0,7779.0,134.0
ESPORTSTMNT01/1304399,LCS,2020-1,1,10.02,2.0,Blue,5.0,Blaber,2,36.0,3,1,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13843.0,32.0,12.0,10.0,78.0,10943,6955,9800.0,183.0,42.0,141.0,99.0,3.0,3165.0,3185.0,61.0,5351.0,5410.0,90.0
ESPORTSTMNT01/1304399,LCS,2020-1,1,10.02,3.0,Blue,3.0,Nisqy,2,89.0,3,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11580.0,16.0,5.0,7.0,34.0,10997,7009,9200.0,200.0,187.0,13.0,4.0,4.0,3045.0,4406.0,80.0,4853.0,6537.0,110.0
ESPORTSTMNT01/1304399,LCS,2020-1,1,10.02,4.0,Blue,1.0,Zven,2,8.0,7,0,7,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,14647.0,13.0,9.0,6.0,33.0,14669,10681,13300.0,289.0,269.0,20.0,8.0,12.0,3523.0,2828.0,83.0,6095.0,5303.0,130.0
ESPORTSTMNT01/1304399,LCS,2020-1,1,10.02,5.0,Blue,2.0,Vulcan,2,78.0,1,0,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3781.0,45.0,11.0,13.0,89.0,7716,3728,7025.0,34.0,34.0,0.0,0.0,0.0,2124.0,2635.0,12.0,3547.0,4282.0,21.0
ESPORTSTMNT01/1304399,LCS,2020-1,1,10.02,31.0,Red,4.0,V1per,5,1.0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6942.0,10.0,5.0,3.0,39.0,9977,5989,9775.0,239.0,221.0,18.0,9.0,0.0,2859.0,4475.0,68.0,4563.0,7404.0,116.0
ESPORTSTMNT01/1304399,LCS,2020-1,1,10.02,32.0,Red,5.0,Santorin,5,44.0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2174.0,11.0,16.0,13.0,43.0,7493,3505,7225.0,142.0,16.0,126.0,109.0,6.0,2818.0,2604.0,56.0,4062.0,3938.0,84.0
ESPORTSTMNT01/1304399,LCS,2020-1,1,10.02,33.0,Red,3.0,PowerOfEvil,5,22.0,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7045.0,14.0,10.0,4.0,32.0,9789,5801,8900.0,231.0,215.0,16.0,11.0,0.0,3179.0,4702.0,85.0,4731.0,7052.0,129.0
ESPORTSTMNT01/1304399,LCS,2020-1,1,10.02,34.0,Red,1.0,WildTurtle,5,100.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6018.0,9.0,3.0,5.0,17.0,10017,6029,9675.0,258.0,254.0,4.0,4.0,0.0,3242.0,3167.0,86.0,4786.0,5167.0,130.0
ESPORTSTMNT01/1304399,LCS,2020-1,1,10.02,35.0,Red,2.0,IgNar,5,114.0,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208.0,43.0,5.0,9.0,58.0,6105,2117,6025.0,29.0,29.0,0.0,0.0,0.0,2051.0,2316.0,13.0,3043.0,3434.0,21.0
ESPORTSTMNT01/1304412,LCS.A,2020-1,1,10.02,16.0,Blue,4.0,FakeGod,13,1.0,4,0,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19139.0,17.0,7.0,9.0,45.0,14727,10041,13275.0,278.0,261.0,17.0,1.0,12.0,3432.0,4704.0,75.0,5370.0,7715.0,126.0
ESPORTSTMNT01/1304412,LCS.A,2020-1,1,10.02,17.0,Blue,5.0,Contractz,13,101.0,5,4,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10519.0,15.0,21.0,14.0,77.0,12436,7750,10700.0,175.0,49.0,126.0,71.0,6.0,3803.0,2991.0,46.0,5238.0,4622.0,81.0
ESPORTSTMNT01/1304412,LCS.A,2020-1,1,10.02,18.0,Blue,3.0,Soligo,13,84.0,9,2,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20410.0,16.0,6.0,9.0,33.0,15060,10374,12825.0,268.0,236.0,32.0,20.0,8.0,3730.0,4298.0,78.0,5934.0,6799.0,123.0
ESPORTSTMNT01/1304412,LCS.A,2020-1,1,10.02,19.0,Blue,1.0,Prismal,13,137.0,2,2,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17365.0,22.0,9.0,13.0,50.0,13707,9021,10995.0,276.0,235.0,41.0,33.0,6.0,3046.0,3091.0,71.0,4630.0,5163.0,115.0
ESPORTSTMNT01/1304412,LCS.A,2020-1,1,10.02,20.0,Blue,2.0,Breezyyy,13,91.0,1,3,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6165.0,49.0,14.0,17.0,103.0,8919,4233,7950.0,33.0,33.0,0.0,0.0,0.0,2204.0,2257.0,9.0,3354.0,3681.0,18.0
ESPORTSTMNT01/1304412,LCS.A,2020-1,1,10.02,6.0,Red,4.0,Fudge,12,74.0,2,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16977.0,17.0,3.0,10.0,32.0,11320,6634,11400.0,245.0,229.0,16.0,11.0,0.0,3498.0,4445.0,69.0,5125.0,6543.0,103.0
ESPORTSTMNT01/1304412,LCS.A,2020-1,1,10.02,7.0,Red,5.0,Inori,12,63.0,2,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8235.0,22.0,7.0,11.0,45.0,8895,4209,8800.0,115.0,20.0,95.0,61.0,4.0,3073.0,3038.0,48.0,4323.0,4495.0,68.0
ESPORTSTMNT01/1304412,LCS.A,2020-1,1,10.02,8.0,Red,3.0,Palafox,12,62.0,2,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19973.0,17.0,9.0,5.0,29.0,11525,6839,11275.0,240.0,228.0,12.0,8.0,4.0,3339.0,4210.0,76.0,4948.0,6413.0,120.0
ESPORTSTMNT01/1304412,LCS.A,2020-1,1,10.02,9.0,Red,1.0,K1ng,12,8.0,4,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22020.0,14.0,15.0,6.0,46.0,16086,11400,15450.0,363.0,306.0,57.0,51.0,4.0,3752.0,2977.0,75.0,5528.0,5207.0,128.0
ESPORTSTMNT01/1304412,LCS.A,2020-1,1,10.02,10.0,Red,2.0,Diamond,12,64.0,1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5112.0,45.0,12.0,13.0,77.0,7610,2924,7475.0,46.0,46.0,0.0,0.0,0.0,2446.0,2705.0,11.0,3544.0,3830.0,18.0
ESPORTSTMNT01/1304700,LCS,2020-1,1,10.02,82.0,Blue,4.0,sOAZ,9,19.0,4,3,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16719.0,21.0,9.0,9.0,42.0,12371,7681,11325.0,221.0,203.0,18.0,0.0,6.0,3753.0,4516.0,79.0,5477.0,7060.0,133.0
ESPORTSTMNT01/1304700,LCS,2020-1,1,10.02,83.0,Blue,5.0,Xmithie,9,93.0,3,1,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14497.0,9.0,19.0,7.0,58.0,12209,7519,10200.0,175.0,28.0,147.0,66.0,37.0,3412.0,3151.0,50.0,4959.0,4717.0,81.0
ESPORTSTMNT01/1304700,LCS,2020-1,1,10.02,84.0,Blue,3.0,Eika,9,113.0,6,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20204.0,19.0,8.0,8.0,44.0,15360,10670,13700.0,309.0,263.0,46.0,28.0,6.0,3485.0,4440.0,78.0,5497.0,7502.0,138.0
ESPORTSTMNT01/1304700,LCS,2020-1,1,10.02,85.0,Blue,1.0,Altec,9,8.0,3,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24349.0,22.0,17.0,10.0,57.0,17230,12540,15300.0,368.0,310.0,58.0,31.0,14.0,3285.0,3062.0,89.0,6242.0,5844.0,146.0
ESPORTSTMNT01/1304700,LCS,2020-1,1,10.02,87.0,Blue,2.0,Hakuho,9,15.0,1,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798.0,56.0,14.0,15.0,100.0,8484,3794,7175.0,36.0,36.0,0.0,0.0,0.0,2032.0,2808.0,15.0,3009.0,3449.0,17.0
ESPORTSTMNT01/1304700,LCS,2020-1,1,10.02,11.0,Red,4.0,Ssumday,3,33.0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25939.0,15.0,8.0,4.0,40.0,14535,9845,14633.0,331.0,319.0,12.0,9.0,0.0,2786.0,4053.0,58.0,4303.0,6169.0,92.0
ESPORTSTMNT01/1304700,LCS,2020-1,1,10.02,12.0,Red,5.0,Meteos,3,36.0,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11307.0,27.0,13.0,7.0,64.0,9098,4408,7510.0,144.0,25.0,119.0,90.0,0.0,2435.0,1986.0,41.0,4137.0,4021.0,70.0
ESPORTSTMNT01/1304700,LCS,2020-1,1,10.02,13.0,Red,3.0,Ryoma,3,84.0,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17396.0,18.0,8.0,13.0,39.0,12643,7953,12875.0,295.0,279.0,16.0,16.0,0.0,3380.0,4808.0,84.0,5230.0,7333.0,135.0
ESPORTSTMNT01/1304700,LCS,2020-1,1,10.02,14.0,Red,1.0,Cody Sun,3,100.0,2,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19198.0,13.0,7.0,7.0,37.0,11782,7092,11575.0,257.0,253.0,4.0,4.0,0.0,3443.0,3536.0,95.0,5102.0,6081.0,142.0
ESPORTSTMNT01/1304700,LCS,2020-1,1,10.02,15.0,Red,2.0,Stunt,3,119.0,0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4325.0,53.0,20.0,13.0,99.0,7180,2490,7275.0,50.0,50.0,0.0,0.0,0.0,2111.0,2679.0,13.0,3228.0,3548.0,25.0
ESPORTSTMNT01/1304739,LCS,2020-1,1,10.02,72.0,Blue,4.0,Hauntzer,8,1.0,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10066.0,17.0,6.0,6.0,40.0,12393,7844,12450.0,236.0,209.0,27.0,18.0,4.0,2881.0,3895.0,68.0,5063.0,6691.0,123.0
ESPORTSTMNT01/1304739,LCS,2020-1,1,10.02,73.0,Blue,5.0,Closer,8,44.0,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4977.0,13.0,14.0,13.0,48.0,10015,5466,8975.0,162.0,35.0,127.0,95.0,0.0,2802.0,2679.0,56.0,4492.0,4213.0,87.0
ESPORTSTMNT01/1304739,LCS,2020-1,1,10.02,74.0,Blue,3.0,Goldenglue,8,147.0,0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18065.0,20.0,1.0,9.0,26.0,10165,5616,10225.0,228.0,206.0,22.0,20.0,2.0,3301.0,4802.0,91.0,4881.0,6615.0,126.0
