gameid,league,split,game,patch,PlayerID,side,position,player,TeamID,ChampionID,Kills,Deaths,Assists,DoubleKills,TripleKills,QuadraKills,PentaKills,firstblood,FirstBloodKill,FirstBloodAssist,FirstBloodVictim,DamageToChampions,WardsPlaced,WardsKilled,ControlWardsBought,VisionScore,TotalGold,EarnedGold,GoldSpent,total cs,MinionKills,monsterkills,FriendlyMonstersKilled,EnemyMonstersKilled,GoldAtTen,XpAtTen,CsAtTen,GoldAtFifteen,XpAtFifteen,CsAtFifteen
ESPORTSTMNT06/1170778,LCS,2020-1,1,10.04,25.0,Red,2.0,Zeyzal,7,114.0,1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2626.0,42.0,4.0,15.0,65.0,7147,3330,6725.0,26.0,26.0,0.0,0.0,0.0,2061.0,2733.0,13.0,3192.0,4092.0,20.0
ESPORTSTMNT06/1170791,LCS.A,2020-1,1,10.04,36.0,Blue,4.0,Revenge,15,1.0,0,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5819.0,13.0,1.0,4.0,22.0,11363,6942,11350.0,253.0,244.0,9.0,7.0,0.0,2727.0,4401.0,60.0,4499.0,7132.0,112.0
ESPORTSTMNT06/1170791,LCS.A,2020-1,1,10.04,37.0,Blue,5.0,Fanatiik,15,63.0,1,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5649.0,16.0,2.0,11.0,29.0,9890,5469,9275.0,185.0,30.0,155.0,113.0,8.0,3177.0,3006.0,52.0,4441.0,4648.0,82.0
ESPORTSTMNT06/1170791,LCS.A,2020-1,1,10.04,38.0,Blue,3.0,Triple,15,62.0,7,4,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23376.0,10.0,4.0,6.0,25.0,14719,10298,15000.0,266.0,250.0,16.0,16.0,0.0,3304.0,4374.0,81.0,5205.0,7175.0,143.0
ESPORTSTMNT06/1170791,LCS.A,2020-1,1,10.04,39.0,Blue,1.0,Mash,15,100.0,1,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10674.0,58.0,36.0,21.0,131.0,8581,4160,8625.0,68.0,66.0,2.0,0.0,0.0,2480.0,2648.0,16.0,3397.0,3753.0,24.0
ESPORTSTMNT06/1170791,LCS.A,2020-1,1,10.04,40.0,Blue,2.0,JayJ,15,78.0,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7383.0,21.0,8.0,12.0,38.0,10452,6031,10150.0,234.0,234.0,0.0,0.0,0.0,2986.0,3154.0,64.0,4585.0,5475.0,107.0
ESPORTSTMNT06/1170791,LCS.A,2020-1,1,10.04,6.0,Red,4.0,Fudge,12,17.0,8,2,6,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15061.0,16.0,3.0,6.0,36.0,16138,11717,14333.0,300.0,288.0,12.0,0.0,3.0,3187.0,4360.0,66.0,4971.0,7225.0,122.0
ESPORTSTMNT06/1170791,LCS.A,2020-1,1,10.04,7.0,Red,5.0,Inori,12,44.0,3,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6679.0,10.0,11.0,10.0,39.0,11754,7333,10250.0,170.0,21.0,149.0,97.0,8.0,3247.0,3333.0,61.0,4598.0,4609.0,84.0
ESPORTSTMNT06/1170791,LCS.A,2020-1,1,10.04,8.0,Red,3.0,Palafox,12,147.0,6,1,12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23163.0,16.0,7.0,4.0,38.0,14824,10403,13800.0,305.0,275.0,30.0,22.0,0.0,3381.0,4674.0,87.0,5535.0,7904.0,156.0
ESPORTSTMNT06/1170791,LCS.A,2020-1,1,10.04,9.0,Red,1.0,K1ng,12,73.0,4,1,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15326.0,10.0,11.0,2.0,52.0,15530,11109,13950.0,357.0,296.0,61.0,40.0,10.0,3009.0,2753.0,78.0,4862.0,4419.0,128.0
ESPORTSTMNT06/1170791,LCS.A,2020-1,1,10.04,10.0,Red,2.0,Diamond,12,103.0,2,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3768.0,51.0,14.0,18.0,85.0,8452,4031,6970.0,40.0,40.0,0.0,0.0,0.0,1956.0,2635.0,13.0,3172.0,4166.0,26.0
ESPORTSTMNT06/1170811,LCS.A,2020-1,1,10.04,58.0,Blue,4.0,Deus,16,1.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15959.0,15.0,3.0,3.0,35.0,10776,6070,10275.0,265.0,261.0,4.0,1.0,0.0,2951.0,4610.0,76.0,5037.0,7229.0,126.0
ESPORTSTMNT06/1170811,LCS.A,2020-1,1,10.04,59.0,Blue,5.0,Fragas,16,99.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6364.0,12.0,12.0,11.0,44.0,9635,4929,8875.0,173.0,35.0,138.0,90.0,7.0,2846.0,3063.0,59.0,4724.0,5265.0,91.0
ESPORTSTMNT06/1170811,LCS.A,2020-1,1,10.04,60.0,Blue,3.0,Tuesday,16,113.0,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32735.0,12.0,4.0,3.0,22.0,11509,6803,11770.0,288.0,268.0,20.0,20.0,0.0,3365.0,4886.0,92.0,5159.0,7519.0,140.0
ESPORTSTMNT06/1170811,LCS.A,2020-1,1,10.04,55.0,Blue,1.0,Stixxay,16,73.0,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25643.0,18.0,9.0,11.0,41.0,13978,9272,13525.0,340.0,316.0,24.0,14.0,0.0,3273.0,2992.0,83.0,4969.0,5175.0,128.0
ESPORTSTMNT06/1170811,LCS.A,2020-1,1,10.04,61.0,Blue,2.0,Fill,16,78.0,1,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4877.0,40.0,9.0,11.0,82.0,6761,2055,6695.0,28.0,28.0,0.0,0.0,0.0,2377.0,2518.0,15.0,3326.0,3561.0,19.0
ESPORTSTMNT06/1170811,LCS.A,2020-1,1,10.04,26.0,Red,4.0,Brandini,17,94.0,4,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10481.0,20.0,8.0,8.0,50.0,13780,9074,12400.0,282.0,271.0,11.0,1.0,1.0,3177.0,4864.0,84.0,4799.0,7248.0,129.0
ESPORTSTMNT06/1170811,LCS.A,2020-1,1,10.04,27.0,Red,5.0,AnDa,17,83.0,2,1,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9832.0,16.0,11.0,16.0,45.0,12083,7377,11350.0,201.0,27.0,174.0,103.0,26.0,4008.0,3599.0,67.0,5510.0,5270.0,99.0
ESPORTSTMNT06/1170811,LCS.A,2020-1,1,10.04,105.0,Red,3.0,5fire,17,147.0,5,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37888.0,12.0,4.0,6.0,26.0,13561,8855,12560.0,270.0,243.0,27.0,23.0,4.0,3527.0,4628.0,84.0,5585.0,7867.0,138.0
ESPORTSTMNT06/1170811,LCS.A,2020-1,1,10.04,29.0,Red,1.0,Deftly,17,28.0,7,0,9,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,32718.0,13.0,12.0,5.0,46.0,16526,11820,15608.0,339.0,316.0,23.0,16.0,2.0,3672.0,3544.0,95.0,5439.0,5370.0,136.0
ESPORTSTMNT06/1170811,LCS.A,2020-1,1,10.04,30.0,Red,2.0,Matt,17,15.0,0,2,15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4842.0,57.0,8.0,21.0,98.0,8509,3803,7825.0,26.0,26.0,0.0,0.0,0.0,2320.0,2726.0,12.0,3397.0,3786.0,20.0
ESPORTSTMNT06/1170820,LCS.A,2020-1,1,10.04,68.0,Blue,4.0,Lourlo,14,101.0,2,3,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13198.0,28.0,9.0,13.0,56.0,16135,10035,16225.0,320.0,308.0,12.0,1.0,4.0,3170.0,4757.0,74.0,5028.0,7802.0,130.0
ESPORTSTMNT06/1170820,LCS.A,2020-1,1,10.04,64.0,Blue,5.0,Grig,14,93.0,3,4,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13235.0,25.0,11.0,14.0,70.0,14400,8300,13525.0,239.0,20.0,219.0,151.0,9.0,3742.0,3470.0,61.0,5405.0,5205.0,95.0
ESPORTSTMNT06/1170820,LCS.A,2020-1,1,10.04,69.0,Blue,3.0,Damonte,14,62.0,3,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25019.0,12.0,18.0,7.0,56.0,16394,10294,16500.0,331.0,287.0,44.0,26.0,18.0,3660.0,4960.0,88.0,5174.0,7196.0,128.0
ESPORTSTMNT06/1170820,LCS.A,2020-1,1,10.04,70.0,Blue,1.0,Fenix,14,28.0,3,3,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,43831.0,13.0,5.0,3.0,53.0,21351,15251,19458.0,449.0,390.0,59.0,45.0,10.0,3744.0,3367.0,83.0,6085.0,5838.0,140.0
ESPORTSTMNT06/1170820,LCS.A,2020-1,1,10.04,71.0,Blue,2.0,Olleh,14,114.0,1,3,7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5865.0,97.0,16.0,29.0,149.0,11430,5330,11150.0,62.0,54.0,8.0,0.0,0.0,2804.0,3098.0,17.0,4142.0,4224.0,26.0
ESPORTSTMNT06/1170820,LCS.A,2020-1,1,10.04,16.0,Red,4.0,FakeGod,13,1.0,1,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14025.0,24.0,10.0,11.0,64.0,19566,13466,18250.0,417.0,393.0,24.0,16.0,0.0,3247.0,5012.0,84.0,5321.0,8171.0,146.0
ESPORTSTMNT06/1170820,LCS.A,2020-1,1,10.04,17.0,Red,5.0,Contractz,13,63.0,3,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9333.0,27.0,12.0,17.0,56.0,14937,8837,13200.0,203.0,67.0,136.0,89.0,12.0,2703.0,2875.0,45.0,3990.0,4535.0,71.0
ESPORTSTMNT06/1170820,LCS.A,2020-1,1,10.04,18.0,Red,3.0,Soligo,13,84.0,6,3,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18537.0,26.0,13.0,11.0,73.0,18445,12345,16175.0,357.0,325.0,32.0,25.0,0.0,3901.0,4915.0,87.0,5329.0,6767.0,132.0
ESPORTSTMNT06/1170820,LCS.A,2020-1,1,10.04,19.0,Red,1.0,Prismal,13,127.0,8,4,9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36609.0,17.0,22.0,8.0,76.0,23135,17035,21740.0,433.0,382.0,51.0,41.0,0.0,3266.0,2965.0,84.0,5113.0,5217.0,142.0
ESPORTSTMNT06/1170820,LCS.A,2020-1,1,10.04,20.0,Red,2.0,Breezyyy,13,15.0,0,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5197.0,62.0,5.0,17.0,114.0,10825,4725,9275.0,29.0,29.0,0.0,0.0,0.0,2147.0,2725.0,13.0,3254.0,4225.0,21.0
ESPORTSTMNT06/1170829,LCS.A,2020-1,1,10.04,78.0,Blue,4.0,ZionSpartan,18,101.0,2,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10584.0,28.0,6.0,13.0,55.0,16834,11481,16968.0,374.0,350.0,24.0,4.0,8.0,3742.0,4576.0,68.0,6186.0,7560.0,120.0
ESPORTSTMNT06/1170829,LCS.A,2020-1,1,10.04,79.0,Blue,5.0,Hard,18,36.0,1,3,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7326.0,45.0,21.0,16.0,91.0,11667,6314,11300.0,217.0,30.0,187.0,123.0,20.0,3324.0,3129.0,54.0,4969.0,4828.0,88.0
ESPORTSTMNT06/1170829,LCS.A,2020-1,1,10.04,80.0,Blue,3.0,Ablazeolive,18,89.0,3,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14076.0,37.0,25.0,7.0,95.0,14804,9451,14625.0,320.0,298.0,22.0,13.0,2.0,3561.0,4936.0,91.0,5377.0,7629.0,143.0
ESPORTSTMNT06/1170829,LCS.A,2020-1,1,10.04,81.0,Blue,1.0,Gorica,18,73.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8399.0,10.0,15.0,5.0,30.0,17161,11808,16525.0,441.0,390.0,51.0,45.0,0.0,3074.0,3030.0,81.0,4841.0,5430.0,130.0
ESPORTSTMNT06/1170829,LCS.A,2020-1,1,10.04,77.0,Blue,2.0,Keith,18,78.0,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3073.0,73.0,23.0,26.0,126.0,8689,3336,7700.0,43.0,43.0,0.0,0.0,0.0,2016.0,2601.0,12.0,3155.0,3418.0,22.0
ESPORTSTMNT06/1170829,LCS.A,2020-1,1,10.04,88.0,Red,4.0,Allorim,19,1.0,0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10494.0,21.0,11.0,7.0,50.0,13938,8585,13025.0,301.0,287.0,14.0,5.0,0.0,2605.0,3739.0,55.0,4228.0,6474.0,100.0
ESPORTSTMNT06/1170829,LCS.A,2020-1,1,10.04,89.0,Red,5.0,Potluck,19,93.0,6,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10579.0,29.0,24.0,7.0,71.0,14388,9035,12275.0,222.0,39.0,183.0,135.0,4.0,3232.0,3116.0,62.0,4954.0,5222.0,93.0
ESPORTSTMNT06/1170829,LCS.A,2020-1,1,10.04,90.0,Red,3.0,Insanity,19,147.0,1,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19943.0,24.0,5.0,9.0,39.0,13982,8629,12475.0,307.0,295.0,12.0,12.0,0.0,3444.0,4696.0,94.0,5330.0,7767.0,149.0
ESPORTSTMNT06/1170829,LCS.A,2020-1,1,10.04,85.0,Red,1.0,Altec,19,137.0,6,1,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16807.0,21.0,21.0,8.0,66.0,20218,14865,17900.0,449.0,415.0,34.0,30.0,0.0,3359.0,3445.0,93.0,5466.0,5509.0,141.0
ESPORTSTMNT06/1170829,LCS.A,2020-1,1,10.04,91.0,Red,2.0,Gate,19,91.0,0,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3713.0,70.0,23.0,17.0,120.0,9725,4372,8625.0,48.0,46.0,2.0,0.0,2.0,2197.0,2516.0,13.0,3694.0,3712.0,22.0
ESPORTSTMNT06/1170837,LCS,2020-1,1,10.04,82.0,Blue,4.0,sOAZ,9,94.0,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14096.0,16.0,7.0,7.0,36.0,12246,8137,11700.0,255.0,247.0,8.0,0.0,4.0,3669.0,5041.0,91.0,5440.0,7714.0,139.0
ESPORTSTMNT06/1170837,LCS,2020-1,1,10.04,83.0,Blue,5.0,Xmithie,9,36.0,3,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12480.0,31.0,17.0,10.0,74.0,10059,5950,9250.0,165.0,35.0,130.0,74.0,13.0,2753.0,2697.0,52.0,4566.0,4823.0,82.0
ESPORTSTMNT06/1170837,LCS,2020-1,1,10.04,84.0,Blue,3.0,Eika,9,89.0,1,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10368.0,14.0,12.0,10.0,43.0,12146,8037,11650.0,244.0,219.0,25.0,16.0,0.0,2875.0,4406.0,64.0,4988.0,7096.0,113.0
ESPORTSTMNT06/1170837,LCS,2020-1,1,10.04,86.0,Blue,1.0,Apollo,9,8.0,8,0,3,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,21862.0,16.0,9.0,9.0,42.0,15923,11814,13925.0,312.0,284.0,28.0,20.0,4.0,3274.0,2985.0,89.0,6417.0,5750.0,147.0
ESPORTSTMNT06/1170837,LCS,2020-1,1,10.04,87.0,Blue,2.0,Hakuho,9,114.0,0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3348.0,47.0,6.0,14.0,76.0,7228,3119,6500.0,27.0,26.0,1.0,0.0,0.0,2094.0,2867.0,13.0,3263.0,3801.0,21.0
ESPORTSTMNT06/1170837,LCS,2020-1,1,10.04,41.0,Red,4.0,Impact,1,143.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9528.0,13.0,3.0,3.0,21.0,8373,4264,8025.0,187.0,183.0,4.0,4.0,0.0,2663.0,4211.0,57.0,4171.0,6767.0,106.0
ESPORTSTMNT06/1170837,LCS,2020-1,1,10.04,42.0,Red,5.0,Broxah,1,83.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7284.0,11.0,9.0,13.0,29.0,8410,4301,8175.0,160.0,29.0,131.0,100.0,0.0,2972.0,3062.0,61.0,4407.0,5073.0,95.0
ESPORTSTMNT06/1170837,LCS,2020-1,1,10.04,43.0,Red,3.0,Jensen,1,147.0,1,4,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15060.0,12.0,7.0,6.0,27.0,9983,5874,8950.0,249.0,237.0,12.0,12.0,0.0,3695.0,4864.0,89.0,5310.0,7176.0,135.0
ESPORTSTMNT06/1170837,LCS,2020-1,1,10.04,44.0,Red,1.0,Doublelift,1,73.0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13062.0,11.0,14.0,2.0,42.0,12825,8716,11900.0,324.0,300.0,24.0,13.0,0.0,3495.0,3244.0,97.0,5263.0,5622.0,150.0
ESPORTSTMNT06/1170837,LCS,2020-1,1,10.04,46.0,Red,2.0,CoreJJ,1,78.0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4774.0,33.0,9.0,9.0,55.0,5895,1786,5625.0,28.0,28.0,0.0,0.0,0.0,2095.0,2762.0,14.0,2970.0,3438.0,18.0
ESPORTSTMNT06/1170847,LCS,2020-1,1,10.04,1.0,Blue,4.0,Licorice,2,101.0,6,1,9,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,19404.0,13.0,10.0,3.0,39.0,15441,11512,13208.0,237.0,204.0,33.0,11.0,9.0,3548.0,4148.0,77.0,5848.0,7101.0,128.0
ESPORTSTMNT06/1170847,LCS,2020-1,1,10.04,2.0,Blue,5.0,Blaber,2,86.0,6,0,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11233.0,6.0,7.0,8.0,35.0,12676,8747,12025.0,197.0,38.0,159.0,88.0,16.0,3817.0,3396.0,60.0,5958.0,5858.0,107.0
ESPORTSTMNT06/1170847,LCS,2020-1,1,10.04,3.0,Blue,3.0,Nisqy,2,115.0,2,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14724.0,13.0,4.0,8.0,36.0,12006,8077,11325.0,242.0,210.0,32.0,20.0,8.0,3377.0,4640.0,73.0,5262.0,7483.0,124.0
ESPORTSTMNT06/1170847,LCS,2020-1,1,10.04,4.0,Blue,1.0,Zven,2,113.0,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500.0,11.0,3.0,3.0,20.0,12103,8174,11075.0,246.0,238.0,8.0,0.0,8.0,3562.0,3553.0,86.0,5646.0,5563.0,131.0
ESPORTSTMNT06/1170847,LCS,2020-1,1,10.04,5.0,Blue,2.0,Vulcan,2,88.0,6,2,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6426.0,41.0,25.0,10.0,101.0,12147,8218,8750.0,52.0,50.0,2.0,0.0,0.0,2229.0,2404.0,12.0,3659.0,3449.0,17.0
ESPORTSTMNT06/1170847,LCS,2020-1,1,10.04,72.0,Red,4.0,Hauntzer,8,1.0,1,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10291.0,15.0,4.0,6.0,34.0,10254,6325,9875.0,239.0,233.0,6.0,5.0,0.0,3089.0,4740.0,78.0,5001.0,7840.0,139.0
ESPORTSTMNT06/1170847,LCS,2020-1,1,10.04,73.0,Red,5.0,Closer,8,99.0,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5543.0,10.0,4.0,13.0,29.0,8742,4813,8505.0,163.0,41.0,122.0,101.0,0.0,2787.0,2734.0,48.0,4429.0,5020.0,89.0
ESPORTSTMNT06/1170847,LCS,2020-1,1,10.04,74.0,Red,3.0,Goldenglue,8,147.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9988.0,16.0,8.0,7.0,32.0,9993,6064,9175.0,237.0,237.0,0.0,0.0,0.0,3447.0,4330.0,74.0,5166.0,7091.0,128.0
ESPORTSTMNT06/1170847,LCS,2020-1,1,10.04,75.0,Red,1.0,FBI,8,8.0,2,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11531.0,8.0,3.0,4.0,17.0,10461,6532,10000.0,227.0,225.0,2.0,1.0,0.0,3152.0,3075.0,76.0,4485.0,4896.0,111.0
ESPORTSTMNT06/1170847,LCS,2020-1,1,10.04,76.0,Red,2.0,Huhi,8,78.0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2309.0,49.0,9.0,17.0,73.0,5853,1924,5675.0,30.0,30.0,0.0,0.0,0.0,2113.0,2286.0,13.0,2927.0,2711.0,17.0
ESPORTSTMNT01/1323141,LCS.A,2020-1,1,10.05,97.0,Blue,4.0,Dhokla,20,101.0,2,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12770.0,11.0,2.0,3.0,20.0,9244,5649,7575.0,161.0,141.0,20.0,7.0,0.0,2680.0,3976.0,60.0,4234.0,6238.0,97.0
ESPORTSTMNT01/1323141,LCS.A,2020-1,1,10.05,98.0,Blue,5.0,Spica,20,143.0,0,1,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7679.0,10.0,9.0,9.0,29.0,8421,4826,7525.0,123.0,14.0,109.0,69.0,0.0,2918.0,3016.0,60.0,4820.0,4867.0,86.0
ESPORTSTMNT01/1323141,LCS.A,2020-1,1,10.05,99.0,Blue,3.0,Evolved,20,113.0,5,1,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17701.0,20.0,6.0,12.0,37.0,11642,8047,9975.0,256.0,224.0,32.0,20.0,12.0,3241.0,4859.0,90.0,5736.0,7954.0,145.0
ESPORTSTMNT01/1323141,LCS.A,2020-1,1,10.05,100.0,Blue,1.0,Lost,20,50.0,9,0,5,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15890.0,12.0,5.0,7.0,34.0,13599,10004,11675.0,250.0,238.0,12.0,4.0,4.0,3419.0,3153.0,95.0,5983.0,5200.0,143.0
ESPORTSTMNT01/1323141,LCS.A,2020-1,1,10.05,101.0,Blue,2.0,Treatz,20,117.0,1,0,16,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6163.0,26.0,8.0,8.0,63.0,8122,4527,7000.0,39.0,35.0,4.0,4.0,0.0,2090.0,3178.0,14.0,4211.0,4907.0,22.0
ESPORTSTMNT01/1323141,LCS.A,2020-1,1,10.05,78.0,Red,4.0,ZionSpartan,18,60.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6099.0,14.0,3.0,6.0,22.0,8240,4645,7600.0,198.0,198.0,0.0,0.0,0.0,2940.0,4524.0,71.0,4586.0,7297.0,124.0
ESPORTSTMNT01/1323141,LCS.A,2020-1,1,10.05,79.0,Red,5.0,Hard,18,99.0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4194.0,11.0,6.0,12.0,30.0,7146,3551,6700.0,139.0,22.0,117.0,89.0,3.0,3016.0,3128.0,64.0,4174.0,4563.0,87.0
ESPORTSTMNT01/1323141,LCS.A,2020-1,1,10.05,80.0,Red,3.0,Ablazeolive,18,147.0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16214.0,10.0,1.0,3.0,17.0,8415,4820,7060.0,224.0,215.0,9.0,9.0,0.0,3324.0,4796.0,92.0,5195.0,7845.0,153.0
ESPORTSTMNT01/1323141,LCS.A,2020-1,1,10.05,81.0,Red,1.0,Gorica,18,28.0,3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19862.0,7.0,5.0,6.0,19.0,10238,6643,9980.0,219.0,203.0,16.0,16.0,0.0,3084.0,3010.0,76.0,4603.0,4795.0,115.0
ESPORTSTMNT01/1323141,LCS.A,2020-1,1,10.05,77.0,Red,2.0,Keith,18,78.0,0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3340.0,32.0,7.0,9.0,59.0,5164,1569,4675.0,28.0,28.0,0.0,0.0,0.0,2130.0,2333.0,14.0,3146.0,3262.0,23.0
ESPORTSTMNT01/1313241,LCS.A,2020-1,1,10.05,6.0,Blue,4.0,Fudge,12,85.0,1,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10358.0,10.0,1.0,2.0,26.0,10390,6569,9700.0,161.0,157.0,4.0,0.0,0.0,2984.0,4683.0,69.0,4495.0,6935.0,103.0
ESPORTSTMNT01/1313241,LCS.A,2020-1,1,10.05,7.0,Blue,5.0,Inori,12,26.0,10,2,8,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16645.0,18.0,10.0,5.0,52.0,11970,8149,10025.0,140.0,36.0,104.0,57.0,4.0,4367.0,3217.0,50.0,6318.0,4962.0,72.0
ESPORTSTMNT01/1313241,LCS.A,2020-1,1,10.05,8.0,Blue,3.0,Palafox,12,89.0,8,3,9,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18820.0,13.0,15.0,9.0,43.0,12334,8513,10800.0,199.0,185.0,14.0,4.0,6.0,4301.0,5094.0,86.0,5738.0,6936.0,113.0
ESPORTSTMNT01/1313241,LCS.A,2020-1,1,10.05,9.0,Blue,1.0,K1ng,12,28.0,7,2,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27217.0,10.0,11.0,4.0,27.0,14478,10657,11583.0,279.0,261.0,18.0,14.0,4.0,3170.0,3428.0,78.0,5583.0,5848.0,137.0
ESPORTSTMNT01/1313241,LCS.A,2020-1,1,10.05,10.0,Blue,2.0,Diamond,12,114.0,0,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4143.0,28.0,6.0,6.0,58.0,7619,3798,6050.0,33.0,29.0,4.0,0.0,0.0,2159.0,2875.0,11.0,3519.0,4428.0,17.0
ESPORTSTMNT01/1313241,LCS.A,2020-1,1,10.05,16.0,Red,4.0,FakeGod,13,101.0,0,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8242.0,13.0,0.0,6.0,24.0,7927,4106,8000.0,159.0,159.0,0.0,0.0,0.0,2804.0,3919.0,66.0,4329.0,6200.0,86.0
ESPORTSTMNT01/1313241,LCS.A,2020-1,1,10.05,17.0,Red,5.0,Contractz,13,93.0,2,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5558.0,24.0,13.0,13.0,52.0,8104,4283,7850.0,132.0,31.0,101.0,81.0,8.0,3379.0,3644.0,62.0,4960.0,5801.0,84.0
ESPORTSTMNT01/1313241,LCS.A,2020-1,1,10.05,18.0,Red,3.0,Soligo,13,22.0,1,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12834.0,16.0,3.0,7.0,32.0,9097,5276,8825.0,207.0,195.0,12.0,12.0,0.0,3113.0,4545.0,84.0,4494.0,6482.0,115.0
